1e-05	4.21	3.175830600016317	0.000842	0.0006351661200032635
0.00088	5722.65	94.18931733482306	1.1445299999999998	0.01883786346696461	
0.0008900000000000001	5746.89	96.53630353395555	1.149378	0.019307260706791108	
0.0009000000000000001	5770.73	91.89133310601171	1.154146	0.018378266621202344	
0.0009100000000000001	5815.63	73.13079447127592	1.163126	0.014626158894255186	
0.00092	5858.1	77.23541933594973	1.17162	0.015447083867189947	
0.00093	5880.09	84.13300125396691	1.176018	0.01682660025079338	
0.0009400000000000001	5895.4	72.25994741210374	1.17908	0.014451989482420748	
0.0009500000000000001	5925.12	86.90814461257358	1.185024	0.017381628922514717	
0.0009600000000000001	5952.72	87.33110327941584	1.190544	0.01746622065588317	
0.00097	5985.66	76.3966255799299	1.1971319999999999	0.015279325115985981	
0.0009800000000000002	5999.37	84.59759511948317	1.1998739999999999	0.016919519023896632	
0.00099	6049.46	87.25358674576076	1.209892	0.01745071734915215	
0.001	6076.21	79.58244718529332	1.215242	0.015916489437058663	
0.00101	6093.7	84.23128872337165	1.21874	0.01684625774467433	
0.00102	6135.7	87.54124742085871	1.22714	0.01750824948417174	
0.00103	6153.11	85.5123260121019	1.2306219999999999	0.017102465202420376	
0.0010400000000000001	6172.76	83.15733521463994	1.234552	0.016631467042927988	
0.0010500000000000002	6203.02	93.64411140055738	1.240604	0.018728822280111475	
0.0010600000000000002	6223.23	83.68176085623438	1.244646	0.016736352171246877	
0.00107	6255.14	76.12673906059551	1.251028	0.015225347812119103	
0.00108	6274.77	83.59890609332157	1.2549540000000001	0.016719781218664315	
0.00109	6293.82	78.49310542971276	1.258764	0.015698621085942555	
0.0011	6315.4	90.56677094828987	1.26308	0.018113354189657975	
0.00111	6337.12	99.53564989489946	1.2674239999999999	0.01990712997897989	
0.0011200000000000001	6345.05	95.14897529663682	1.26901	0.01902979505932736	
0.0011300000000000001	6375.05	69.54471583089543	1.27501	0.013908943166179086	
0.0011400000000000002	6415.67	97.50949235843657	1.283134	0.019501898471687314	
0.0011500000000000002	6434.96	84.40792853754911	1.286992	0.016881585707509823	
0.00116	6451.82	79.48979557150719	1.2903639999999998	0.015897959114301436	
0.00117	6456.45	72.61988364077705	1.29129	0.01452397672815541	
0.00118	6478.13	74.66520675656099	1.295626	0.014933041351312197	
0.00119	6504.83	81.4951599789828	1.300966	0.01629903199579656	
0.0012000000000000001	6496.53	73.06072200573985	1.2993059999999998	0.01461214440114797	
0.0012100000000000001	6534.4	83.43560391104027	1.3068799999999998	0.016687120782208055	
0.0012200000000000002	6554.94	80.08905293484247	1.3109879999999998	0.016017810586968495	
0.0012300000000000002	6588.6	65.88778338963908	1.31772	0.013177556677927816	
0.00124	6597.03	89.10886095108611	1.3194059999999999	0.01782177219021722	
0.00125	6603.87	77.94865681972973	1.320774	0.015589731363945947	
0.00126	6629.89	80.90758864284611	1.325978	0.016181517728569222	
0.00127	6671.1	75.0115324466845	1.3342200000000002	0.0150023064893369	
0.00128	6674.97	74.8851727647069	1.334994	0.014977034552941379	
0.0012900000000000001	6679.01	83.95206906324584	1.335802	0.016790413812649167	
0.0013000000000000002	6713.52	80.59472439310156	1.3427040000000001	0.01611894487862031	
0.0013100000000000002	6718.99	75.99374908503988	1.343798	0.015198749817007976	
0.0013200000000000002	6745.03	84.76773619721126	1.349006	0.016953547239442254	
0.00133	6756.34	85.0074373216838	1.3512680000000001	0.017001487464336763	
0.00134	6755.39	81.65070667177352	1.351078	0.016330141334354703	
0.00135	6771.1	87.2046443717306	1.35422	0.017440928874346118	
0.00136	6794.28	88.97090310882542	1.3588559999999998	0.017794180621765084	
0.0013700000000000001	6804.81	72.44027816070283	1.360962	0.014488055632140565	
0.0013800000000000002	6839.9	86.31262943509482	1.36798	0.017262525887018966	
0.0013900000000000002	6827.06	82.39063296273432	1.365412	0.01647812659254686	
0.0014000000000000002	6861.25	77.97530057652872	1.37225	0.015595060115305745	
0.00141	6873.66	81.90094260751827	1.374732	0.016380188521503657	
0.00142	6898.81	84.84535284857976	1.3797620000000002	0.016969070569715954	
0.00143	6898.63	76.65306973631259	1.379726	0.015330613947262517	
0.00144	6906.71	82.15367246812524	1.381342	0.01643073449362505	
0.0014500000000000001	6928.47	78.39355266857089	1.385694	0.01567871053371418	
0.0014600000000000001	6954.26	86.46012028675416	1.390852	0.017292024057350832	
0.0014700000000000002	6959.66	81.65870682297142	1.391932	0.016331741364594282	
0.0014800000000000002	6980.58	82.01209423005852	1.396116	0.016402418846011704	
0.0014900000000000002	6990.31	84.43822534847591	1.3980620000000001	0.016887645069695183	
0.0015	7002.02	69.21155683843558	1.400404	0.013842311367687116	
0.00151	7016.81	81.47498941392995	1.403362	0.01629499788278599	
0.00152	7037.02	79.46420326159445	1.407404	0.015892840652318888	
0.0015300000000000001	7036.41	76.75416535928196	1.407282	0.01535083307185639	
0.0015400000000000001	7051.77	81.43351337133869	1.410354	0.01628670267426774	
0.0015500000000000002	7054.17	88.61546761147287	1.410834	0.01772309352229457	
0.0015600000000000002	7061.81	76.73456782962943	1.4123620000000001	0.015346913565925885	
0.0015700000000000002	7095.44	77.39241823331275	1.419088	0.01547848364666255	
0.00158	7104.37	80.0320754447865	1.420874	0.0160064150889573	
0.00159	7111.88	88.98452449724056	1.422376	0.017796904899448112	
0.0016	7117.9	83.90452907918619	1.4235799999999998	0.016780905815837237	
0.00161	7127.88	89.10693351249387	1.425576	0.017821386702498773	
0.0016200000000000001	7141.97	84.27923291060497	1.428394	0.016855846582120994	
0.0016300000000000002	7156.91	70.96592069437276	1.431382	0.014193184138874552	
0.0016400000000000002	7149.07	84.60416715505211	1.429814	0.01692083343101042	
0.0016500000000000002	7189.16	79.09395931422323	1.437832	0.015818791862844645	
0.0016600000000000002	7178.76	77.59924226434171	1.4357520000000001	0.015519848452868343	
0.00167	7201.7	77.9851909018629	1.44034	0.015597038180372579	
0.00168	7202.52	83.27118108925798	1.440504	0.016654236217851597	
0.00169	7226.1	77.35004848091565	1.4452200000000002	0.01547000969618313	
0.0017000000000000001	7237.76	74.46423571084308	1.447552	0.014892847142168616	
0.0017100000000000001	7232.8	88.8517867012251	1.44656	0.01777035734024502	
0.0017200000000000002	7259.66	74.53458526080361	1.451932	0.014906917052160722	
0.0017300000000000002	7260.63	81.63254926804626	1.452126	0.016326509853609252	
0.0017400000000000002	7257.06	91.45302838069388	1.4514120000000001	0.01829060567613878	
0.00175	7261.44	83.41130858582665	1.452288	0.01668226171716533	
0.00176	7306.03	88.13029615291215	1.461206	0.01762605923058243	
0.00177	7303.58	81.42851834584735	1.460716	0.01628570366916947	
0.0017800000000000001	7318.89	79.00985951132935	1.463778	0.01580197190226587	
0.0017900000000000001	7311.03	84.33557434440105	1.462206	0.01686711486888021	
0.0018000000000000002	7323.12	98.35387943543459	1.464624	0.01967077588708692	
0.0018100000000000002	7329.91	91.20099725331957	1.465982	0.01824019945066391	
0.0018200000000000002	7348.25	80.8687053191777	1.46965	0.01617374106383554	
0.0018300000000000002	7355.69	77.82142314298807	1.4711379999999998	0.015564284628597613	
0.00184	7367.38	86.56902217306143	1.473476	0.017313804434612286	
0.00185	7361.53	79.42977464402125	1.472306	0.01588595492880425	
0.00186	7371.82	76.20451167745912	1.474364	0.015240902335491826	
0.0018700000000000001	7379.3	82.12496575341751	1.47586	0.016424993150683503	
0.0018800000000000002	7382.11	80.68505375842543	1.476422	0.016137010751685086	
0.0018900000000000002	7400.04	86.00068836933808	1.480008	0.017200137673867615	
0.0019000000000000002	7405	74.56312761680535	1.481	0.01491262552336107	
0.0019100000000000002	7421.58	73.08695916509318	1.484316	0.014617391833018635	
0.0019200000000000003	7420.3	74.61507890500417	1.48406	0.014923015781000833	
0.00193	7449.4	87.01275768529577	1.4898799999999999	0.017402551537059153	
0.00194	7450.96	71.45682892488304	1.490192	0.014291365784976607	
0.0019500000000000001	7449.27	77.01660275550981	1.489854	0.01540332055110196	
0.0019600000000000004	7458.41	92.97118854785069	1.491682	0.01859423770957014	
0.00197	7450.25	78.69363061900245	1.49005	0.015738726123800492	
0.00198	7475.83	82.26992828488427	1.495166	0.016453985656976856	
0.00199	7488.44	77.91512305066328	1.497688	0.015583024610132657	
